Date,Close,NEWS_SENTIMENT_DAILY_AVG,NEWS_POS_COUNT,NEWS_NEG_COUNT,TWITTER_SENTIMENT_DAILY_AVG,TWITTER_POS_COUNT,TWITTER_NEG_COUNT,NEWS_HEAT_READ_DAVG,NEWS_PUBLICATION_COUNT,TWITTER_PUBLICATION_COUNT
27/03/2019,1765.7,0.094,34,3,0.0149,112,86,0,868,1855
26/03/2019,1783.76,0.3057,47,4,0.0102,112,102,0,986,2092
25/03/2019,1774.26,0.2368,23,1,-0.0166,67,71,0,493,1088
22/03/2019,1764.77,0.1986,37,13,0.0116,128,74,0,792,2448
21/03/2019,1819.26,0.1449,59,19,-0.0089,113,117,0,1003,2535
20/03/2019,1797.27,0.0767,39,15,0.0145,146,82,1,1006,2499
19/03/2019,1761.85,0.1042,64,13,0.0144,129,97,1,977,2033
18/03/2019,1742.15,0.1294,16,2,0.0121,52,38,1,373,738
15/03/2019,1712.36,0.1646,41,5,0.0191,146,84,0,686,2152
14/03/2019,1686.22,0.0923,35,13,0.0066,102,87,0,806,2237
13/03/2019,1690.81,0.1988,56,11,0.007,86,86,0,784,1740
12/03/2019,1673.1,-0.1031,33,36,0.0057,96,98,0,842,2010
11/03/2019,1670.62,-0.0285,6,8,0.0045,51,46,0,421,1056
08/03/2019,1620.8,0.1229,56,8,-0.0193,104,193,0,936,2485
07/03/2019,1625.95,0.4068,104,18,-0.0262,107,239,0,1296,2580
06/03/2019,1668.95,0.1328,73,19,-0.0061,102,107,0,1823,2259
05/03/2019,1692.43,0.1769,63,8,0.0103,148,99,0,1060,2443
04/03/2019,1696.17,0.0772,15,10,0.0112,87,50,1,625,1195
01/03/2019,1671.73,0.1437,90,22,-0.0036,78,88,0,1212,2155
28/02/2019,1639.83,0.2552,85,13,-0.0072,71,99,0,940,1924
27/02/2019,1641.09,0.0735,45,41,-0.0095,84,122,0,1154,1954
26/02/2019,1636.4,0.0974,59,19,-0.0086,77,119,0,1051,2019
25/02/2019,1633,0.0974,32,21,-0.0234,61,111,0,616,1124
22/02/2019,1631.56,0.1556,53,9,-0.0083,88,121,0,851,2102
21/02/2019,1619.44,0.0755,39,12,-0.0107,88,147,0,1115,2213
20/02/2019,1622.1,0.2382,82,20,0.0076,128,126,0,1263,2168
19/02/2019,1627.58,0.116,54,14,-0.0082,73,120,0,822,1734
18/02/2019,,0.0245,23,12,-0.004,67,82,0,560,1625
15/02/2019,1607.95,0.0907,408,97,-0.0063,182,591,1,3282,8779
14/02/2019,1622.65,0.1767,87,24,-0.0046,93,100,1,1200,2273
13/02/2019,1640,0.1811,106,21,0.0069,129,121,0,1255,2559
12/02/2019,1638.01,0.1079,115,53,-0.0049,95,106,0,1658,2459
11/02/2019,1591,0.0126,38,31,0.006,63,58,0,1030,1188
08/02/2019,1588.22,-0.025,72,104,-0.0328,127,397,0,2347,4215
07/02/2019,1614.37,0.0684,26,17,0.0073,88,87,0,680,1918
06/02/2019,1640.26,0.1322,48,14,0.0098,112,61,0,817,2003
05/02/2019,1658.81,0.1499,65,12,0.0128,157,141,0,1062,2461
04/02/2019,1633.31,0.0808,17,5,0.0143,85,78,0,549,1118
01/02/2019,1626.23,0.7452,347,49,0.0932,1092,752,3,2405,10336
31/01/2019,1718.73,0.1339,50,23,0.0151,176,110,2,1065,2750
30/01/2019,1670.43,0.3566,54,9,0.0154,147,123,1,829,2125
29/01/2019,1593.88,0.1393,34,13,-0.0145,74,120,1,892,1748
28/01/2019,1637.89,0.2453,23,2,0.0074,58,44,0,538,931
25/01/2019,1670.57,0.2128,54,27,0.0111,116,115,0,833,2091
24/01/2019,1654.93,0.1636,68,14,-0.0099,92,142,0,1171,2590
23/01/2019,1640.02,0.302,53,19,-0.0163,95,131,0,971,2239
22/01/2019,1632.17,0.1889,30,11,-0.0132,32,72,0,745,1019
21/01/2019,,-0.0353,4,6,-0.0081,23,48,0,625,727
18/01/2019,1696.2,0.0689,35,23,-0.0081,119,123,0,912,2444
17/01/2019,1693.22,0.1355,42,27,0.0095,125,97,0,891,2258
16/01/2019,1683.78,0.16,46,11,0.013,147,91,0,852,2489
15/01/2019,1674.56,0.1059,37,20,-0.015,108,125,0,871,2053
14/01/2019,1617.21,0.12,22,18,-0.0101,41,81,0,609,1214
11/01/2019,1640.56,0.048,64,51,-0.0061,111,140,1,1794,3052
10/01/2019,1656.22,0.0841,122,34,-0.0035,133,130,1,2443,3586
09/01/2019,1659.42,0.2035,60,13,0.0167,177,84,1,971,2609
08/01/2019,1656.58,0.3879,109,18,0.032,291,75,0,1414,2957
07/01/2019,1629.51,0.2143,23,6,0.0061,51,36,1,522,974
04/01/2019,1575.39,0.2019,30,6,-0.0318,88,168,0,656,2081
03/01/2019,1500.28,0.2801,30,3,-0.0275,127,166,0,599,2553
02/01/2019,1539.13,0.1949,12,2,-0.0105,45,55,1,376,963
01/01/2019,,0.5445,43,1,0.0173,88,55,0,369,1393
31/12/2018,1501.97,0.3838,44,3,0.0078,59,51,0,583,1024
28/12/2018,1478.02,0.1626,38,11,-0.0148,103,124,0,740,2370
27/12/2018,1461.64,0.3386,95,9,0.0278,222,146,0,1054,3128
26/12/2018,1470.9,0.2781,23,5,-0.0149,54,70,2,372,1115
25/12/2018,,0.285,16,13,-0.0221,64,112,0,280,1991
24/12/2018,1343.96,0.0385,5,3,-0.0119,39,63,1,288,1068
21/12/2018,1377.45,0.17,57,37,-0.0146,84,161,1,932,2745
20/12/2018,1460.83,0.1002,35,23,-0.0093,68,139,0,880,3169
19/12/2018,1495.08,0.0715,37,17,-0.0095,58,138,0,796,2520
18/12/2018,1551.48,0.169,54,24,-0.0146,68,162,0,1074,2585
17/12/2018,1520.91,0.085,22,10,-0.0105,26,47,1,663,861
14/12/2018,1591.91,0.1889,63,14,-0.0096,83,144,0,935,2421
13/12/2018,1658.38,0.0708,62,9,-0.0065,93,123,0,1013,2600
12/12/2018,1663.54,0.1009,56,11,-0.0057,47,90,0,1007,2075
11/12/2018,1643.24,0.083,28,4,-0.0096,66,101,0,765,1936
10/12/2018,1641.03,0.2701,48,5,-0.0039,21,44,0,481,1055
07/12/2018,1629.13,0.175,52,30,-0.0078,98,114,0,1015,2584
06/12/2018,1699.19,-0.1759,52,60,-0.0128,62,152,0,939,2242
05/12/2018,,0.2271,63,46,-0.0211,70,192,0,1058,2654
04/12/2018,1668.4,0.2229,69,29,-0.0075,117,122,0,1067,2512
03/12/2018,1772.36,0.1061,35,2,0.003,58,50,0,707,1669
30/11/2018,1690.17,0.1083,66,16,-0.0038,90,105,0,1275,2655
29/11/2018,1673.57,0.1874,147,27,0.005,156,109,0,1674,3517
28/11/2018,1677.75,0.2353,139,18,0.0055,134,107,0,1711,2743
27/11/2018,1581.42,0.1484,102,10,0.0067,170,106,0,1486,3194
26/11/2018,1581.33,0.147,27,6,-0.0065,63,77,0,562,1309
23/11/2018,1502.06,0.0907,32,10,-0.0123,50,117,0,849,1574
22/11/2018,,0.2684,111,46,-0.0089,91,189,0,1311,3136
21/11/2018,1516.73,0.1393,96,26,-0.0115,130,213,0,1491,3824
20/11/2018,1495.46,0.0551,44,11,-0.0262,106,271,1,1255,3670
19/11/2018,1512.29,0.0858,31,12,-0.0029,36,50,0,704,1205
16/11/2018,1593.41,0.0518,61,17,-0.0109,140,242,0,1156,4019
15/11/2018,1619.44,0.1029,111,58,-0.0054,142,220,0,1865,4471
14/11/2018,1599.01,0.0571,256,42,-0.001,136,220,0,3104,7810
13/11/2018,1631.17,0.2054,160,32,-0.0059,135,203,1,1635,3907
12/11/2018,1636.85,0.0538,19,14,-0.0096,65,89,0,591,1271
09/11/2018,1712.43,0.1098,48,6,-0.0064,91,110,0,947,2402
08/11/2018,1754.91,0.2092,76,6,0.0085,152,68,0,1105,2841
07/11/2018,1755.49,0.1016,100,36,0.0018,81,63,0,1348,2727
06/11/2018,1642.81,0.1287,142,32,-0.0041,103,197,0,1658,4059
05/11/2018,1627.8,0.1669,58,16,-0.0119,39,130,1,777,1520
02/11/2018,1665.53,0.2289,50,10,0.018,212,144,0,803,3480
01/11/2018,1665.53,0.1913,46,16,0.0192,174,140,0,862,2778
31/10/2018,1598.01,0.1378,49,29,-0.0382,210,318,0,893,4454
30/10/2018,1530.42,0.2638,64,42,-0.0776,237,633,2,1296,6521
29/10/2018,1538.88,0.3781,39,13,-0.0192,89,103,2,758,1287
26/10/2018,1642.81,0.7747,319,103,-0.1028,896,1284,3,2240,10746
25/10/2018,1782.17,0.2785,88,13,-0.0154,201,234,2,1097,3713
24/10/2018,1664.2,0.4032,136,16,-0.015,150,202,1,1208,2660
23/10/2018,1768.7,0.2636,58,14,0.0126,150,122,1,1112,2193
22/10/2018,1789.3,0.1381,15,2,0.0116,64,60,0,515,925
19/10/2018,1764.03,0.3678,79,21,-0.0226,130,207,0,1020,2713
18/10/2018,1770.72,0.1844,70,42,-0.0233,110,224,0,1056,2442
17/10/2018,1831.73,0.3627,87,4,0.0151,194,109,0,1039,2679
16/10/2018,1819.96,0.2333,76,11,0.0081,152,134,0,1095,2544
15/10/2018,1760.95,0.0504,12,5,-0.006,58,75,0,484,1244
12/10/2018,1788.61,0.2022,60,22,-0.0129,199,233,0,1044,4097
11/10/2018,1719.36,0.1713,82,72,-0.0373,185,461,2,1455,5306
10/10/2018,1755.25,0.1516,56,15,-0.0051,117,134,2,1101,2781
09/10/2018,1870.32,0.155,39,28,-0.0101,156,176,0,906,3055
08/10/2018,1864.42,0.035,14,10,-0.0026,40,54,0,597,1292
05/10/2018,1889.65,0.0578,74,46,-0.0091,126,250,0,1548,4315
04/10/2018,1909.42,0.1142,81,61,-0.0081,221,234,2,1452,3882
03/10/2018,1952.76,0.1393,179,66,0.0111,421,271,1,2028,4676
02/10/2018,1971.31,0.2583,113,36,0.0202,371,144,2,1044,2961
01/10/2018,2004.36,0.289,24,6,0.0028,51,45,0,359,1019
28/09/2018,2003,0.3353,109,15,0.0109,234,126,0,1130,2663
27/09/2018,2012.98,0.3596,112,10,0.0077,209,153,0,1013,2826
26/09/2018,1974.85,0.2508,83,23,0.0097,212,126,0,999,2593
25/09/2018,1974.55,0.1506,64,8,0.0073,184,105,0,924,2586
24/09/2018,1934.36,0.1791,21,6,-0.003,36,58,0,444,1151
21/09/2018,1915.01,0.2654,257,26,0.0027,192,145,0,1847,4001
20/09/2018,1944.3,0.1907,133,68,0.0071,239,170,1,1576,3414
19/09/2018,1926.42,0.3023,103,4,0.0052,155,129,1,1062,2523
18/09/2018,1941.05,0.192,94,44,-0.0261,212,508,0,1590,4089
17/09/2018,1908.03,0.1496,51,36,-0.0383,55,197,2,1169,1432
14/09/2018,1970.19,0.2073,120,43,0.0047,166,130,0,1588,2762
13/09/2018,1989.87,0.1158,55,27,0.0051,161,141,0,906,2540
12/09/2018,1990,0.0929,52,33,0.0088,235,133,0,1035,2929
11/09/2018,1987.15,0.3481,43,5,-0.0131,186,201,0,841,2230
10/09/2018,1939.01,0.1485,19,4,0.0077,94,56,0,504,1270
07/09/2018,1952.07,0.0974,59,20,-0.0138,230,325,0,985,3371
06/09/2018,1958.31,0.1643,105,37,-0.0118,222,293,1,1538,3485
05/09/2018,1994.82,0.615,355,45,0.0304,758,335,1,2457,5790
04/09/2018,2039.51,0.2896,41,3,0.0056,90,64,2,537,1371
03/09/2018,,0.1888,17,4,-0.0031,33,42,0,326,795
31/08/2018,2012.71,0.3668,86,16,0.0116,380,301,2,1066,4417
30/08/2018,2002.38,0.4185,139,21,0.0153,527,232,2,1340,5196
29/08/2018,1998.1,0.4722,109,11,0.0157,239,99,2,1093,2363
28/08/2018,1932.82,0.2218,58,3,0.0086,139,75,0,859,1786
27/08/2018,1927.68,0.0872,19,1,0.0022,40,24,0,460,894
24/08/2018,1905.39,0.0645,24,10,0.0055,107,87,0,628,1689
23/08/2018,1902.9,0.1459,42,7,0.008,145,79,0,660,1882
22/08/2018,1904.9,0.1439,44,12,0.0059,127,78,0,712,1861
21/08/2018,1883.42,0.1609,37,17,0.004,101,95,0,789,1838
20/08/2018,1876.71,0.1908,26,10,0.0025,49,34,0,426,1056
17/08/2018,1882.22,0.1264,33,10,-0.0066,140,148,0,893,2221
16/08/2018,1886.52,0.1031,57,21,-0.0063,154,179,0,915,2672
15/08/2018,1882.62,0.3409,61,14,0.0081,156,121,0,1373,2124
14/08/2018,1919.65,0.2572,56,11,0.0165,222,129,0,853,2150
13/08/2018,1896.2,0.1241,16,4,-0.0034,43,46,0,308,936
10/08/2018,1886.3,0.0585,39,8,0.0103,245,157,0,812,2870
09/08/2018,1898.52,0.1486,53,8,0.0087,188,99,0,827,2316
08/08/2018,1886.52,0.1811,53,9,0.0052,124,63,0,808,2013
07/08/2018,1862.48,0.1786,39,14,0.0061,119,61,0,693,1740
06/08/2018,1847.75,0.0202,12,10,0.0022,42,35,0,442,1023
03/08/2018,1823.29,0.1847,55,52,0.0074,174,121,0,976,2433
02/08/2018,1834.33,0.1138,39,19,0.0061,129,130,0,699,2010
01/08/2018,1797.17,0.2595,66,4,-0.007,145,158,0,866,2493
31/07/2018,1777.44,0.1045,35,8,-0.0162,203,254,1,856,2837
30/07/2018,1779.22,0.0879,18,3,0.0067,76,56,0,592,1197
27/07/2018,1817.27,0.889,393,21,0.032,1363,985,2,2672,10505
26/07/2018,1808,0.475,95,12,-0.0117,231,257,2,909,3331
25/07/2018,1863.61,0.3368,75,13,0.0066,141,97,0,886,2114
24/07/2018,1829.24,0.3643,76,28,-0.0065,177,206,0,1165,3153
23/07/2018,1802,0.4756,38,5,-0.0025,41,57,1,477,1358
20/07/2018,1813.7,0.5078,109,19,0.0102,194,166,0,981,2510
19/07/2018,1812.97,0.5165,192,28,0.0084,216,148,0,1516,3003
18/07/2018,1842.92,0.1361,131,43,0.0106,330,228,1,1801,4012
17/07/2018,1843.93,0.0565,216,75,-0.0209,370,767,2,2743,6600
16/07/2018,1822.49,0.1636,101,11,0.0042,87,47,2,1086,1671
13/07/2018,1813.03,0.2017,54,6,0.0214,312,92,1,956,2688
12/07/2018,1796.62,0.2493,61,7,0.0113,155,78,1,757,1800
11/07/2018,1755,0.175,78,10,0.0052,119,108,0,886,2015
10/07/2018,1743.07,0.2133,55,5,0.0105,155,58,1,813,1872
09/07/2018,1739.02,0.2312,21,4,0.0035,45,47,0,529,907
06/07/2018,1710.63,0.1289,34,2,0.0029,67,48,0,540,1493
05/07/2018,1699.73,0.1051,23,3,0.0024,42,28,0,463,995
04/07/2018,,0.0705,44,11,-0.003,75,78,0,728,1699
03/07/2018,1693.96,0.1314,44,6,0.0065,121,71,0,792,1862
02/07/2018,1713.78,0.1373,25,6,-0.0035,45,59,0,413,1173
29/06/2018,1699.8,0.5355,295,67,0.0091,327,220,0,2137,4323
28/06/2018,1701.45,0.2492,92,15,-0.0048,116,119,2,995,2180
27/06/2018,1660.51,0.1872,69,5,0.0057,123,74,0,856,1960
26/06/2018,1691.09,0.265,74,9,-0.0061,110,145,1,894,2361
25/06/2018,1663.15,0.093,20,3,-0.0019,40,40,1,558,1096
22/06/2018,1715.67,0.1274,69,58,-0.0193,126,291,0,1565,2774
21/06/2018,1730.22,0.1388,96,10,0.003,130,72,2,1121,2770
20/06/2018,1750.08,0.3441,106,7,0.0045,129,78,1,1016,2233
19/06/2018,1734.78,0.1872,77,12,0.0064,122,96,0,1044,1907
18/06/2018,1723.79,0.1114,20,1,-0.0058,39,56,0,420,901
15/06/2018,1715.97,0.1557,45,7,0.0071,126,64,0,759,1844
14/06/2018,1723.86,0.1277,54,11,0.0095,149,86,0,713,1988
13/06/2018,1704.86,0.1288,92,43,-0.0032,77,96,0,1000,2037
12/06/2018,1698.75,0.1158,57,18,-0.007,60,120,0,844,1722
11/06/2018,1689.12,-0.0433,20,20,-0.0138,32,106,0,539,1098
08/06/2018,1683.99,0.0943,65,10,-0.0054,101,124,0,1124,2198
07/06/2018,1689.3,0.1119,83,23,0.0067,148,115,2,1094,2211
06/06/2018,1695.75,0.1222,51,11,0.0124,224,94,1,896,2569
05/06/2018,1696.35,0.1432,30,14,0.0106,149,54,1,851,1940
04/06/2018,1665.27,0.0977,17,5,-0.0042,35,54,0,432,1014
01/06/2018,1641.54,0.1848,66,26,0.0049,107,97,0,813,1901
31/05/2018,1629.62,0.4193,143,17,0.0061,123,82,0,879,1834
30/05/2018,1624.89,0.1288,41,15,0.0075,108,76,0,815,1617
29/05/2018,1612.87,0.08,19,11,0.0033,45,41,0,575,1011
28/05/2018,,0.2682,20,7,0.0024,38,29,0,328,914
25/05/2018,1610.15,0.0501,63,55,-0.0035,87,125,0,1033,2457
24/05/2018,1603.07,0.1159,44,27,0.0049,126,76,0,900,2144
23/05/2018,1601.86,0.1395,50,15,-0.0023,69,97,0,1149,2325
22/05/2018,1581.4,0.0909,31,10,0.0029,76,56,0,824,1667
21/05/2018,1585.46,0.1854,26,2,-0.0023,39,45,0,432,1065
18/05/2018,1574.37,0.1702,55,4,-0.0042,67,105,0,988,1932
17/05/2018,1581.76,0.1529,93,15,-0.0031,89,115,0,1090,2353
16/05/2018,1587.28,0.133,112,30,-0.0079,127,200,0,1785,2741
15/05/2018,1576.12,0.3807,122,45,-0.0037,108,112,0,1191,2168
14/05/2018,1601.54,0.2998,30,5,-0.0027,33,39,0,437,922
11/05/2018,1602.91,0.2055,45,12,0.0072,150,109,0,884,2122
10/05/2018,1609.08,0.2749,123,16,0.0055,168,112,0,1361,2676
09/05/2018,1608,0.0864,42,12,-0.003,89,91,0,1176,2021
08/05/2018,1592.39,0.0832,46,14,0.006,133,77,0,1014,2150
07/05/2018,1600.14,0.1593,16,2,0.0041,52,28,0,479,955
04/05/2018,1580.95,0.2436,83,18,-0.0065,111,145,0,1050,2238
03/05/2018,1572.075,0.2096,118,24,-0.0066,130,174,0,1137,2631
02/05/2018,1569.68,0.2646,99,22,-0.0088,158,181,0,996,2487
01/05/2018,1582.26,0.2993,104,9,0.0087,179,143,0,973,2324
30/04/2018,1566.13,0.2423,28,29,0.0128,112,42,0,586,1242
27/04/2018,1572.62,0.8046,531,29,0.0686,1740,439,2,2963,9144
26/04/2018,1517.96,0.091,73,18,0.0071,230,229,1,1221,3485
25/04/2018,1460.17,0.1408,123,31,-0.0074,177,255,1,1648,3794
24/04/2018,1460.09,0.0908,92,21,0.0042,164,159,1,1520,3002
23/04/2018,1517.86,0.0999,29,8,-0.0072,73,89,0,666,1362
20/04/2018,1527.49,0.2067,116,21,0.0125,299,164,0,1625,3344
19/04/2018,1556.91,0.1916,154,21,0.0083,463,242,1,1913,5805
18/04/2018,1527.84,0.3163,76,7,0.0037,230,162,0,1056,4189
17/04/2018,1503.83,0.2145,54,26,0.0034,143,100,0,1055,2827
16/04/2018,1441.5,0.2473,23,5,-0.007,56,94,0,410,1375
13/04/2018,1430.79,0.34,81,30,-0.0035,140,151,0,896,2892
12/04/2018,1448.5,0.1801,36,1,0.0049,129,110,0,776,2216
11/04/2018,1427.05,0.1132,29,5,-0.004,128,140,0,768,2615
10/04/2018,1436.22,0.0807,30,10,-0.0053,155,181,0,826,2898
09/04/2018,1406.08,0.1614,29,9,-0.0045,89,106,0,540,2008
06/04/2018,1405.23,0.2667,113,81,-0.0043,227,293,0,1314,5146
05/04/2018,1451.75,0.2606,124,39,-0.0054,281,319,0,1460,4970
04/04/2018,1410.57,0.3093,171,129,-0.0216,305,974,1,2208,8078
03/04/2018,1392.05,-0.2866,100,119,-0.0817,204,1595,2,2140,7882
02/04/2018,1371.99,0.1265,21,15,-0.0099,48,204,2,518,2423
30/03/2018,,-0.5387,105,205,-0.022,264,705,0,2059,6013
29/03/2018,1447.34,-0.5154,76,188,-0.0464,280,1227,2,2140,7663
28/03/2018,1431.42,0.1502,46,19,-0.0094,151,231,2,1068,3322
27/03/2018,1497.05,0.261,54,10,0.0032,163,120,1,1077,3455
26/03/2018,1555.86,0.4824,22,1,0.0028,72,54,0,342,1582
23/03/2018,1495.56,0.089,35,15,-0.0087,151,243,0,932,3289
22/03/2018,1544.92,0.1606,28,6,-0.0092,192,194,0,1008,2896
21/03/2018,1581.86,0.3951,73,16,0.0267,479,171,0,1354,3880
20/03/2018,1586.51,0.2624,66,13,-0.0035,115,182,1,1112,3832
19/03/2018,1544.93,0.0388,8,1,-0.0012,51,66,1,476,1887
16/03/2018,1571.68,0.2122,49,16,-0.0056,105,220,0,1020,3507
15/03/2018,1582.32,0.1576,53,25,-0.0087,164,265,0,1197,3433
14/03/2018,1591,0.3312,86,32,-0.0125,205,322,0,1032,3597
13/03/2018,1588.18,0.1535,49,5,0.0064,195,127,1,1101,2942
12/03/2018,1598.39,0.0458,14,1,0.0017,50,50,1,528,1516
09/03/2018,1578.89,0.2848,74,29,-0.0033,149,145,0,1008,3053
08/03/2018,1551.86,0.1098,122,42,-0.0018,149,148,0,1560,3830
07/03/2018,1545,0.3822,155,19,0.0049,293,174,0,1994,4599
06/03/2018,1537.64,0.1797,77,5,0.0044,233,130,0,1196,3982
05/03/2018,1523.61,0.0276,12,8,-0.0025,51,74,1,577,1703
02/03/2018,1500.25,0.031,24,7,-0.0088,145,259,0,907,3347
01/03/2018,1493.45,0.3581,127,13,0.0034,208,175,0,1144,4049
28/02/2018,1512.45,0.5584,211,6,0.0048,222,132,0,1440,3837
27/02/2018,1511.98,0.2746,71,9,0.0093,250,116,0,970,3191
26/02/2018,1521.95,0.0771,15,4,0.0055,30,28,0,458,582
23/02/2018,1500,0.2068,59,10,0.0146,111,110,0,845,1366
22/02/2018,1485.34,0.2302,80,15,0.0175,186,137,0,1090,1950
21/02/2018,1482.92,0.1855,88,23,0.0114,158,144,0,1330,1923
20/02/2018,1468.35,0.1842,32,4,-0.0124,28,41,0,530,558
19/02/2018,,0.0646,8,1,-0.0041,10,15,0,238,352
16/02/2018,1448.69,0.2328,75,45,-0.0174,126,143,0,824,1528
15/02/2018,1461.76,0.2888,93,15,0.0078,105,69,0,1628,1626
14/02/2018,1451.05,0.2551,96,23,-0.0113,86,108,0,967,1205
13/02/2018,1414.51,0.1829,114,41,-0.0272,95,193,0,1201,1732
12/02/2018,1386.23,0.079,22,5,0.0035,23,19,0,454,570
09/02/2018,1339.6,0.2434,126,16,-0.0108,85,156,1,1227,2006
08/02/2018,1350.5,0.2093,78,9,-0.0117,122,124,0,1099,1576
07/02/2018,1416.78,0.0835,40,12,0.0141,120,101,0,1047,1461
06/02/2018,1442.84,0.4578,89,28,-0.0163,129,160,0,953,1912
05/02/2018,1390,-0.1765,36,42,-0.0074,55,67,1,724,1035
02/02/2018,1429.95,0.7108,403,53,0.0519,846,478,3,3179,5578
01/02/2018,1390,0.2039,127,24,0.0096,191,171,2,1383,2540
31/01/2018,1450.89,0.2292,233,38,-0.0048,186,192,1,2122,3618
30/01/2018,1437.82,0.1555,103,31,0.0085,163,125,2,1329,2511
29/01/2018,1417.68,0.4438,58,1,0.0056,41,34,1,526,755
26/01/2018,1402.05,0.1301,64,15,0.0194,155,74,1,977,1536
25/01/2018,1377.95,0.1693,64,26,0.0147,145,96,0,888,1595
24/01/2018,1357.51,0.16,79,8,0.0141,137,54,0,1017,1632
23/01/2018,1362.54,0.1271,122,18,0.0051,125,59,1,1324,2356
22/01/2018,1327.31,0.2544,115,5,0.0003,20,17,1,823,1458
19/01/2018,1294.58,0.1203,318,126,-0.0039,54,228,1,2165,3962
18/01/2018,1293.32,0.0793,37,15,-0.0181,63,82,1,775,911
17/01/2018,1295,0.2569,63,10,0.0106,74,50,0,828,985
16/01/2018,1304.86,0.2654,40,12,0.0179,51,18,1,596,540
15/01/2018,,0.0943,18,2,0.0068,23,9,0,328,357
12/01/2018,1305.2,0.0731,48,9,0.0103,83,44,1,1055,1098
11/01/2018,1276.68,0.3212,74,7,0.0056,51,28,0,892,988
10/01/2018,1254.33,0.3542,109,6,0.0097,79,36,0,1020,1254
09/01/2018,1252.7,0.304,79,8,0.0124,70,25,1,974,1163
08/01/2018,1246.87,0.2983,44,5,0.0013,13,8,2,474,512
05/01/2018,1229.14,0.1929,49,9,0.0072,42,22,0,954,757
04/01/2018,1209.59,0.2472,80,28,-0.0051,36,42,0,933,905
03/01/2018,1204.2,0.2982,106,11,0.0133,95,44,0,972,1124
02/01/2018,1189.01,0.2781,21,4,0.0059,20,7,2,330,348
01/01/2018,,0.2474,7,4,-0.0029,7,9,0,107,209
29/12/2017,1169.47,0.26,55,11,-0.0078,35,47,1,668,822
28/12/2017,1186.1,0.6287,80,8,0.0063,45,25,0,844,780
27/12/2017,1182.26,0.2492,49,8,0.0088,58,13,0,696,872
26/12/2017,1176.76,0.0249,6,2,0.0028,11,7,0,225,278
25/12/2017,,-0.0044,1,1,0.0029,9,4,0,123,241
22/12/2017,1168.36,0.0814,35,9,-0.0025,22,27,0,636,784
21/12/2017,1174.76,0.1061,45,21,-0.006,39,49,0,820,951
20/12/2017,1177.62,0.1415,43,9,-0.0057,88,143,0,722,2315
19/12/2017,1187.38,0.196,41,9,0.0045,144,111,0,791,2452
18/12/2017,1190.58,0.2514,29,15,0.0062,137,95,0,537,2000
15/12/2017,1179.14,0.1685,69,20,-0.0087,120,286,0,1061,4016
14/12/2017,1174.26,0.1558,57,6,0.0151,277,52,0,849,2778
13/12/2017,1164.13,0.1209,40,10,0.0051,154,82,0,828,2400
12/12/2017,1165.08,0.2954,64,13,0.0021,105,70,0,856,2471
11/12/2017,1168.92,0.1119,18,3,0.0025,58,33,0,360,1352
08/12/2017,1162,0.1548,55,15,0.0063,221,66,0,785,3088
07/12/2017,1159.79,0.1961,76,27,-0.0017,93,135,0,1270,3754
06/12/2017,1152.35,0.269,108,26,0.0016,186,137,0,1332,5174
05/12/2017,1141.57,0.149,104,8,0.0029,170,140,0,1172,3732
04/12/2017,1133.95,0.3813,28,2,0.0055,129,45,1,582,2117
01/12/2017,1162.35,0.2184,145,18,0.005,314,97,1,1458,5184
30/11/2017,1176.75,0.1907,174,37,0.0053,357,176,1,1671,5574
29/11/2017,1161.27,0.1581,107,12,0.0066,362,60,2,1274,4063
28/11/2017,1193.6,0.3637,156,15,0.0121,441,175,1,1429,4699
27/11/2017,1195.83,0.3687,78,15,0.0015,115,99,2,820,3210
24/11/2017,1186,0.0678,28,9,-0.0044,65,123,0,645,2345
23/11/2017,,0.1721,62,15,0.0068,223,89,0,853,3362
22/11/2017,1156.16,0.1781,67,7,0.0016,124,82,0,1076,3279
21/11/2017,1139.49,0.1918,100,10,0.0057,225,99,0,1151,3572
20/11/2017,1126.31,0.2364,35,6,0.0036,83,59,0,668,1805
17/11/2017,1129.88,0.1368,72,9,-0.0045,214,267,0,931,4451
16/11/2017,1137.29,0.2062,112,12,-0.0283,140,768,0,1103,5392
15/11/2017,1126.69,0.2111,92,6,-0.025,112,87,0,1228,3303
14/11/2017,1136.84,0.2367,99,7,0.0016,208,60,0,1609,3894
13/11/2017,1129.17,0.1588,30,2,0.0074,127,54,0,547,1519
10/11/2017,1125.35,0.1639,80,21,0.0025,193,101,0,979,4684
09/11/2017,1129.13,0.0974,55,21,-0.0105,94,256,0,883,4204
08/11/2017,1132.88,0.1373,59,15,0.0022,120,64,0,1050,4163
07/11/2017,1123.17,0.1106,46,11,0.0021,150,100,0,947,4545
06/11/2017,1120.66,0.1312,29,6,0.0022,110,47,0,508,3196
03/11/2017,1111.6,0.1399,64,6,-0.0043,144,222,0,790,4697
02/11/2017,1094.22,0.1636,66,14,0.0032,142,68,0,767,3902
01/11/2017,1103.68,0.2058,85,10,0.0077,235,52,0,784,3939
31/10/2017,1105.28,0.1987,74,9,0.0078,242,51,0,891,4119
30/10/2017,1110.85,0.1594,32,8,0.0083,198,40,1,566,3414
27/10/2017,1100.95,0.6891,463,39,0.221,3501,601,3,2489,14916
