Date,Close,NEWS_SENTIMENT_DAILY_AVG,NEWS_POS_COUNT,NEWS_NEG_COUNT,TWITTER_SENTIMENT_DAILY_AVG,TWITTER_POS_COUNT,TWITTER_NEG_COUNT,NEWS_HEAT_READ_DAVG,NEWS_PUBLICATION_COUNT,TWITTER_PUBLICATION_COUNT
04/11/2015,640.95,0.1434,68,16,0.0026,223,75,1,743,5707
03/11/2015,625.31,0.2508,83,3,0.0056,380,98,0,681,7363
02/11/2015,628.35,0.0223,10,2,-0.3205,24,721,0,300,2159
30/10/2015,625.9,0.1967,41,16,-0.0043,100,177,0,464,4179
29/10/2015,626.55,-0.2254,20,29,-0.0355,95,173,0,379,2064
28/10/2015,617.1,0.179,30,26,-0.1035,89,386,0,494,784
27/10/2015,611.01,0.1442,29,5,0.0116,179,77,0,547,2200
26/10/2015,608.61,0.323,22,6,0.0289,150,48,0,344,1512
23/10/2015,599.03,0.7784,312,16,0.3961,4110,305,3,1635,10977
22/10/2015,563.91,0.1965,48,12,-0.0127,184,190,2,556,2812
21/10/2015,555.77,0.2221,66,18,0.0293,336,171,0,607,3913
20/10/2015,560.88,0.162,75,61,-0.1704,220,1412,1,681,7504
19/10/2015,573.15,-0.6452,25,44,-0.484,39,1118,1,309,2672
16/10/2015,570.76,0.1306,25,4,-0.0207,128,152,0,438,1658
15/10/2015,562.44,0.1802,30,10,-0.0143,114,175,1,495,2793
14/10/2015,544.83,0.1472,20,9,-0.0011,50,55,0,409,2557
13/10/2015,548.9,0.1775,27,3,-0.0261,118,214,0,452,2579
12/10/2015,550.19,0.2076,19,3,-0.0045,23,48,0,247,1615
09/10/2015,539.8,0.1537,102,24,-0.0021,82,189,0,812,6415
08/10/2015,533.16,0.0727,86,15,0.0002,74,54,1,782,7013
07/10/2015,541.94,0.2012,55,2,0.0062,125,57,1,428,2515
06/10/2015,537.48,0.2711,46,3,0.0017,56,53,0,447,2004
05/10/2015,543.68,0.2189,20,5,0.0019,40,8,0,220,1276
02/10/2015,532.54,0.3326,109,6,-0.0002,41,50,0,692,3403
01/10/2015,520.72,0.1313,24,6,-0.0021,30,34,1,434,938
30/09/2015,511.89,0.1187,58,10,0.0025,41,33,0,896,1084
29/09/2015,496.07,0.1054,31,8,0.0665,207,49,0,549,1212
28/09/2015,504.06,-0.1599,6,11,0.0122,18,11,1,157,255
25/09/2015,524.25,0.1862,16,6,0.0032,32,27,0,375,701
24/09/2015,533.75,0.0389,15,7,-0.0035,22,37,0,652,724
23/09/2015,536.07,0.1068,21,9,-0.1007,41,311,0,554,1336
22/09/2015,538.4,0.118,18,10,0.0081,73,23,0,379,984
21/09/2015,548.39,0.3753,6,3,0.0041,23,17,0,297,496
18/09/2015,540.26,0.3753,90,7,0.0008,94,90,0,839,3414
17/09/2015,538.87,0.1628,58,11,-0.0009,33,55,0,740,1831
16/09/2015,527.39,0.0855,58,8,0.0008,58,27,0,642,2133
15/09/2015,522.37,0.0667,11,6,0.0053,30,26,0,300,549
14/09/2015,521.38,0.0774,5,1,0.001,13,5,0,136,462
11/09/2015,529.44,0.0449,14,2,0.0176,57,30,0,342,614
10/09/2015,522.24,0.0607,28,13,0.0035,73,37,0,486,1364
09/09/2015,516.89,0.1703,48,8,0.0104,191,65,0,646,1967
08/09/2015,517.54,0.0829,25,16,-0.0003,21,28,0,456,1582
07/09/2015,,-0.0106,1,5,0.0059,10,8,0,137,166
04/09/2015,499,0.224,59,7,0.0298,167,25,0,448,1273
03/09/2015,504.72,0.1009,26,8,0.0016,37,16,0,342,1077
02/09/2015,510.55,0.1393,32,2,0.0001,40,36,0,517,3770
01/09/2015,496.54,0.0505,14,1,-0.0077,27,64,0,342,846
31/08/2015,512.89,0.1643,12,1,0.0123,30,13,0,212,388
28/08/2015,518.01,0.1066,36,7,0.0093,75,73,0,438,1203
27/08/2015,518.37,0.2152,80,9,0.012,213,148,1,697,2630
26/08/2015,500.77,0.3192,63,6,0.0153,166,50,1,512,1825
25/08/2015,466.37,0.0712,22,7,0.0247,70,45,1,437,778
24/08/2015,463.37,0.057,12,2,0.0075,29,28,1,254,522
21/08/2015,494.47,0.0682,22,11,0.0106,61,62,0,385,935
20/08/2015,515.78,0.0619,22,10,0.0091,69,36,0,408,952
19/08/2015,532.92,-0.0185,16,15,0.0015,66,52,0,620,2074
18/08/2015,535.02,-0.0117,33,34,-0.0003,90,106,0,971,5584
17/08/2015,535.22,0.0361,18,11,-0.0031,36,206,1,438,3518
14/08/2015,531.52,0.2655,18,5,0.0275,106,29,0,256,913
13/08/2015,529.66,0.1785,11,2,0.0164,64,37,0,289,697
12/08/2015,525.91,0.2655,17,5,0.0127,49,33,0,346,663
11/08/2015,527.46,0.2041,32,2,0.0193,61,30,0,321,684
10/08/2015,524,0.1885,21,6,0.0454,101,6,0,212,644
07/08/2015,522.62,0.094,17,2,0.0452,109,38,0,347,677
06/08/2015,529.46,0.3132,35,4,0.0313,86,36,0,459,624
05/08/2015,537.01,0.037,13,4,-0.0145,59,84,0,376,808
04/08/2015,531.9,0.1253,28,4,0.0247,71,36,0,389,587
03/08/2015,535.03,0.171,12,2,0.0071,21,20,0,214,284
31/07/2015,536.15,0.3183,79,1,0.0069,100,43,0,551,1322
30/07/2015,536.76,0.4037,95,3,0.0025,92,48,0,687,1959
29/07/2015,529,0.4037,68,8,0.0143,120,70,0,632,1220
28/07/2015,526.03,0.4037,48,5,0.0151,209,96,0,422,1948
27/07/2015,531.41,0.384,30,5,0.1142,181,44,1,291,765
24/07/2015,529.42,0.8651,399,24,0.146,2327,399,3,1774,8525
23/07/2015,482.18,0.4035,49,9,0.0294,117,28,2,445,862
22/07/2015,488.27,0.2463,29,2,0.0389,105,52,0,440,755
21/07/2015,488,0.4932,67,8,0.0308,152,24,0,437,1139
20/07/2015,488.1,0.6611,40,1,0.075,109,18,1,261,593
17/07/2015,483.01,0.0375,82,3,0.0424,256,34,0,689,1587
16/07/2015,475.48,0.0375,65,24,0.0065,212,198,1,850,2931
15/07/2015,461.19,0.2394,92,10,0.0141,321,51,1,888,3037
14/07/2015,465.57,0.2489,108,14,0.0684,262,41,2,688,1346
13/07/2015,455.57,0.0034,6,3,0.0166,37,15,1,177,352
10/07/2015,443.51,0.0973,24,1,0.0119,53,11,0,309,536
09/07/2015,434.39,0.3135,27,10,0.0432,59,20,0,357,373
08/07/2015,429.7,0.1021,29,7,0.0518,92,12,0,406,504
07/07/2015,436.72,0.051,30,12,0.0085,67,22,0,459,819
06/07/2015,436.04,0,16,2,0.002,20,13,0,270,518
03/07/2015,,0.1923,17,2,0.0116,25,10,0,224,275
02/07/2015,437.71,0.2228,26,8,0.0054,30,12,0,312,463
01/07/2015,437.39,0.2333,54,10,0.0027,57,31,0,512,1164
30/06/2015,434.09,0.0751,39,2,0.0017,29,25,0,395,768
29/06/2015,429.86,0.0149,9,3,0.0064,38,14,0,196,512
26/06/2015,438.1,0.1319,51,19,0.0094,106,80,0,574,1207
25/06/2015,440.1,0.1025,25,17,0.0032,98,79,0,468,1743
24/06/2015,440.84,0.0603,47,16,-0.0122,186,404,1,751,3941
23/06/2015,445.99,0.0305,18,2,0.0007,52,21,2,510,1992
22/06/2015,436.29,0.0026,4,4,0.0014,18,6,0,188,494
19/06/2015,434.92,0.0919,30,5,0.0154,153,21,0,355,1378
18/06/2015,439.39,0.1505,56,6,0.0025,98,16,0,532,1922
17/06/2015,427.81,0.0844,32,6,0.0003,55,53,0,491,2968
16/06/2015,427.26,0.2269,22,2,0.002,52,7,0,387,1139
15/06/2015,423.67,0.0188,12,5,0.0036,28,18,0,253,498
12/06/2015,429.92,0.1431,44,16,-0.0033,48,73,0,448,1453
11/06/2015,432.97,0.1879,46,13,0.0037,131,50,0,523,2141
10/06/2015,430.77,0.127,21,3,0.0031,60,7,0,293,1097
09/06/2015,425.48,0.0797,17,2,-0.0016,29,33,0,288,819
08/06/2015,423.5,0.0148,11,4,0.0002,11,8,0,236,674
05/06/2015,426.95,0.0472,18,4,0.0016,34,28,0,250,854
04/06/2015,430.78,0.3092,19,4,0.0253,73,21,0,339,568
03/06/2015,436.59,0.0578,28,1,0.009,57,9,0,431,684
02/06/2015,430.99,0.0401,13,6,0.0085,31,16,0,257,390
01/06/2015,430.92,0.0572,4,1,0.0104,21,5,0,156,215
29/05/2015,429.23,0.125,45,2,0.0038,84,22,0,415,1438
28/05/2015,426.57,0.2196,28,8,0.0111,117,18,0,351,1201
27/05/2015,431.42,0.4439,55,12,-0.0196,96,137,0,386,1155
26/05/2015,425.47,-0.245,22,28,-0.0275,248,250,0,298,1907
25/05/2015,,-0.2731,9,14,-0.523,21,819,0,173,1649
22/05/2015,427.63,0.274,48,3,0.0119,90,29,0,405,945
21/05/2015,431.63,0.2143,39,2,0.0221,126,5,1,325,945
20/05/2015,423.86,0.0931,29,1,0.0073,44,22,0,426,539
19/05/2015,421.71,0.0228,11,5,0.0033,28,20,0,368,504
18/05/2015,425.24,0.1507,5,1,0.0421,48,5,0,175,262
15/05/2015,426,0.2002,23,2,0.0003,14,13,0,336,789
14/05/2015,432.28,0.1671,36,5,-0.0004,17,23,0,300,1030
13/05/2015,426.87,0.2061,10,6,0.0159,26,16,0,300,252
12/05/2015,431.02,0.1136,22,6,0.007,21,9,0,315,295
11/05/2015,432.85,0.1695,7,1,0.0008,11,6,0,195,411
08/05/2015,433.69,0.3752,14,3,0.076,75,10,0,302,369
07/05/2015,426.88,0.0536,22,2,0.0146,47,18,0,317,469
06/05/2015,419.1,0.1081,16,2,0.0013,36,18,0,429,967
05/05/2015,421.19,0.2224,14,2,0.009,42,24,0,401,518
04/05/2015,423.04,0.0211,27,7,0.474,240,9,0,228,500
01/05/2015,422.87,0.0462,22,7,0.0013,34,17,0,445,1023
30/04/2015,421.78,0.173,27,7,0.0041,37,17,0,411,647
29/04/2015,429.37,0.2353,40,7,0.0188,76,27,0,312,660
28/04/2015,429.31,0.3256,44,8,0.026,94,42,0,499,805
27/04/2015,438.56,0.6407,31,5,0.0932,93,41,1,378,468
24/04/2015,445.1,0.5231,279,20,0.1207,1167,410,3,1369,5017
23/04/2015,389.99,0.1355,40,14,0.0074,49,25,2,516,679
22/04/2015,389.8,0.2516,45,11,0.0201,93,38,1,468,782
21/04/2015,391.18,0.58,22,10,0.0854,130,17,1,348,636
20/04/2015,389.51,0.0513,14,1,0.0234,30,6,2,207,263
17/04/2015,375.56,0.0802,13,7,0.037,73,17,0,254,502
16/04/2015,386.04,0.1298,20,7,0.025,78,11,0,313,470
15/04/2015,383.45,0.4759,41,4,0.015,60,17,0,378,518
14/04/2015,385.11,0.1057,42,2,0.0071,58,12,0,484,769
13/04/2015,382.36,0.2359,10,3,0.0107,22,3,0,246,254
10/04/2015,382.65,0.1037,44,23,-0.0012,52,48,0,533,1457
09/04/2015,383.54,0.2872,37,7,0.0055,48,18,0,370,678
08/04/2015,381.2,0.0791,25,2,0.0042,22,11,0,370,396
07/04/2015,374.41,0.0719,14,2,0.0067,47,8,0,316,618
06/04/2015,377.04,-0.0115,6,5,0.0132,18,4,0,119,169
03/04/2015,,0.2162,18,5,0.0058,31,4,0,250,416
02/04/2015,372.25,0.0497,31,2,0.0023,26,6,0,368,539
01/04/2015,370.255,0.0935,48,6,0.0005,46,20,0,531,1917
31/03/2015,372.1,0.1935,68,13,0.0035,36,18,0,583,650
30/03/2015,374.59,0,10,3,0.0038,12,4,0,192,224
27/03/2015,370.56,0.0867,35,6,0.0019,52,14,0,463,1269
26/03/2015,367.35,0.1952,28,6,0.021,66,29,0,398,561
25/03/2015,370.96,0.0623,39,8,0.0046,44,24,0,463,711
24/03/2015,374.09,0.3687,23,12,-0.0162,30,37,0,379,377
23/03/2015,375.11,0.0177,13,3,0.01,21,3,0,180,234
20/03/2015,378.49,0.0981,59,21,0.0015,44,19,0,609,1103
19/03/2015,373.24,0.0405,10,5,0.0087,21,12,0,329,261
18/03/2015,375.135,0.3045,17,4,0.0128,28,6,0,228,285
17/03/2015,371.92,0.0927,16,4,0.025,49,28,0,314,385
16/03/2015,373.35,0.0862,3,1,0.0027,10,8,0,126,216
13/03/2015,370.58,0.1599,25,3,0.0072,43,20,0,301,572
12/03/2015,374.24,0.057,12,1,-0.0058,16,30,0,316,482
11/03/2015,366.37,0.3093,29,2,0.0109,28,23,0,309,348
10/03/2015,369.51,-0.2257,17,12,-0.0306,28,57,0,265,464
09/03/2015,378.56,0.0622,10,6,-0.0313,12,39,1,173,290
06/03/2015,380.09,0.0622,30,8,0.0175,155,16,0,373,1169
05/03/2015,387.83,0.0622,27,6,0.0077,35,19,1,333,446
04/03/2015,382.72,0.0622,25,6,0.0128,48,14,0,396,487
03/03/2015,384.61,0.0622,14,5,0.0162,38,16,0,369,370
02/03/2015,385.655,0.0622,15,9,0.015,19,5,0,151,172
27/02/2015,380.16,0.0622,20,9,0.001,39,10,0,422,1119
26/02/2015,384.8,0.0297,11,3,0.0338,65,20,0,273,487
25/02/2015,385.37,0.1222,10,3,0.0195,30,12,0,263,263
24/02/2015,378.59,0.1369,14,3,0.0112,31,17,0,329,376
23/02/2015,380.14,-0.0146,5,2,0.0123,17,6,0,136,178
20/02/2015,383.66,0.3779,16,3,0.0246,56,22,0,224,467
19/02/2015,378.995,0.0219,17,3,0.0287,56,7,0,379,407
18/02/2015,373.37,0.1686,15,5,0.0085,32,14,0,341,383
17/02/2015,375.43,0.1292,15,7,0.0003,10,8,0,289,578
16/02/2015,,0.0399,6,4,0.0078,16,12,0,187,227
13/02/2015,381.83,0.0537,12,1,0.0042,25,8,0,340,397
12/02/2015,377.17,0.0679,13,3,0.0074,45,21,0,374,654
11/02/2015,375.14,0.105,19,4,0.007,31,16,0,234,437
10/02/2015,372.995,0.1351,12,4,0.0068,37,19,0,256,522
09/02/2015,370.56,0.0053,6,1,0.0145,17,7,0,137,175
06/02/2015,374.28,0.1352,14,6,0.0164,74,40,0,273,699
05/02/2015,373.89,0.0648,29,8,0.005,45,30,0,402,703
04/02/2015,364.75,0.0691,34,10,0.0065,73,38,0,559,990
03/02/2015,363.55,0.4221,33,10,0.0144,112,51,0,514,1144
02/02/2015,364.47,0.0774,13,3,0.0258,62,12,1,255,471
30/01/2015,354.53,0.5293,270,18,0.0965,895,868,3,1366,4547
29/01/2015,311.78,0.3113,52,5,0.004,62,31,1,553,1010
28/01/2015,303.91,0.1412,21,20,0.0199,48,15,0,282,399
27/01/2015,306.75,0.2861,20,11,0.0142,36,25,0,270,372
26/01/2015,309.66,0.2148,8,4,0.0215,18,6,0,157,180
23/01/2015,312.39,0.1469,45,4,0.0123,98,27,0,432,1001
22/01/2015,310.32,0.3796,42,8,0.0101,98,44,2,420,1107
21/01/2015,297.25,0.2144,31,9,0.0125,103,62,2,460,972
20/01/2015,289.44,0.1881,20,2,-0.0046,13,90,1,684,1220
19/01/2015,,0.3103,5,3,-0.0239,8,26,0,163,199
16/01/2015,290.74,0.0641,37,42,-0.0191,41,221,0,486,1785
15/01/2015,286.95,0.1796,13,13,-0.0041,35,37,0,427,648
14/01/2015,293.27,0.4243,63,7,0.0059,88,37,0,747,1300
13/01/2015,294.74,0.2827,39,4,-0.0519,103,139,1,380,833
12/01/2015,291.41,0.5171,8,1,0.0104,23,5,0,275,271
09/01/2015,296.93,0.1471,14,5,0.0086,26,18,0,240,334
08/01/2015,300.46,0.1174,33,7,-0.0044,20,31,0,339,541
07/01/2015,298.42,0.0389,29,8,-0.0899,37,223,0,381,928
06/01/2015,295.29,0.3571,30,3,0.0112,43,29,0,318,459
05/01/2015,302.19,0.0082,22,2,0.1356,50,12,0,232,195
02/01/2015,308.52,0.4016,4,2,-0.321,12,70,0,119,198
